#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
usp000csz4|2004-04-20T06:30:24.840|-30.411|-177.7|39.7|us|us|us|usp000csz4|mb|5|us|Kermadec Islands, New Zealand
usp000csx2|2004-04-19T08:14:11.420|3.614|-32.234|10|us|us|us|usp000csx2|mwb|5.6|us|central Mid-Atlantic Ridge
usp000cswk|2004-04-19T05:09:39.460|14.314|-91.76|40.4|us|us|us|usp000cswk|mwc|5.1|hrv|16 km E of Champerico, Guatemala
usp000csua|2004-04-18T03:40:56.290|-24.633|-175.992|10|us|us|us|usp000csua|mwc|5|hrv|south of Tonga
usp000cst3|2004-04-17T19:00:55.180|-6.39|129.977|157.2|us|us|us|usp000cst3|mwb|5.7|us|Banda Sea
usp000cssr|2004-04-17T15:58:24.610|-7.352|128.373|128.6|us|us|us|usp000cssr|mwc|5.8|hrv|199 km NE of Lospalos, Timor Leste
usp000cssh|2004-04-17T14:39:55.030|-24.225|-176.015|10|us|us|us|usp000cssh|mb|5|us|south of the Fiji Islands
usp000css9|2004-04-17T12:40:15.640|-23.682|-179.983|542.9|us|us|us|usp000css9|mwc|5.6|hrv|south of the Fiji Islands
usp000css0|2004-04-17T10:56:46.010|12.146|143.761|70|us|us|us|usp000css0|mwc|5|hrv|158 km SW of Merizo Village, Guam
usp000csrm|2004-04-17T07:48:08.360|-10.893|165.919|61.9|us|us|us|usp000csrm|mwc|5.6|hrv|22 km SE of Lata, Solomon Islands
usp000csr8|2004-04-17T05:39:19.140|-26.817|-177.404|20|us|us|us|usp000csr8|mwc|5.4|hrv|south of the Fiji Islands
usp000csqz|2004-04-17T04:35:07.860|-24.66|-175.909|10|us|us|us|usp000csqz|mwc|5.1|hrv|south of Tonga
usp000csqx|2004-04-17T04:24:53.710|-24.686|-175.954|33.6|us|us|us|usp000csqx|mwc|5.4|hrv|south of Tonga
usp000csps|2004-04-16T21:57:05.410|-5.214|102.718|44.5|us|us|us|usp000csps|mwb|6|us|southern Sumatra, Indonesia
usp000csp7|2004-04-16T18:32:24.010|-8.669|114.65|95.5|us|us|us|usp000csp7|mwc|5.5|hrv|34 km S of Negara, Indonesia
usp000csp0|2004-04-16T16:58:36.940|-24.522|-175.879|10|us|us|us|usp000csp0|mwb|6|us|south of Tonga
usp000csnc|2004-04-16T10:24:39.180|-21.933|170.264|10|us|us|us|usp000csnc|mwc|5.4|hrv|250 km E of Tadine, New Caledonia
usp000csn2|2004-04-16T08:27:29.340|-10.764|164.183|10.6|us|us|us|usp000csn2|mwb|5.7|us|176 km W of Lata, Solomon Islands
usp000csma|2004-04-16T02:06:13.740|8.904|94.022|29.2|us|us|us|usp000csma|mwb|5.6|us|Nicobar Islands, India region
usp000cskr|2004-04-15T23:02:10.040|8.837|93.919|10|us|us|us|usp000cskr|mwc|5|hrv|Nicobar Islands, India region
usp000cskk|2004-04-15T22:34:10.170|-19.314|169.527|10|us|us|us|usp000cskk|mwc|5.1|hrv|36 km NE of Isangel, Vanuatu
usp000cskd|2004-04-15T21:39:19.240|-30.138|-67.43|29|us|us|us|usp000cskd|mwc|5.4|hrv|55 km N of San Agustín de Valle Fértil, Argentina
usp000csk9|2004-04-15T21:20:37.830|8.86|94|10|us|us|us|usp000csk9|mwc|5.3|hrv|Nicobar Islands, India region
usp000csk6|2004-04-15T20:35:29.350|-34.926|-179.064|35|us|us|us|usp000csk6|mb|5|us|south of the Kermadec Islands
usp000csk5|2004-04-15T20:20:14.810|-19.371|169.549|10|us|us|us|usp000csk5|mwc|5.7|hrv|33 km NE of Isangel, Vanuatu
usp000csk2|2004-04-15T20:06:55.300|-19.374|169.631|10|us|us|us|usp000csk2|mwb|6.3|us|41 km ENE of Isangel, Vanuatu
usp000csjy|2004-04-15T19:06:31.110|-1.018|-78.394|10|us|us|us|usp000csjy|mwc|5|hrv|22 km E of San Miguel de Salcedo, Ecuador
usp000csed|2004-04-14T01:33:05.300|-17.848|-174.559|143.5|us|us|us|usp000csed|mwc|6|hrv|107 km NW of Neiafu, Tonga
usp000csd8|2004-04-13T11:24:35.440|-15.716|-174.013|98.9|us|us|us|usp000csd8|mwc|5.3|hrv|35 km NW of Hihifo, Tonga
usp000cscq|2004-04-13T03:51:58.850|-22.485|169.716|10|us|us|us|usp000cscq|mwc|5.5|hrv|216 km ESE of Tadine, New Caledonia
usp000csc3|2004-04-13T00:08:28.960|-31.73|-178.368|40.6|us|us|us|usp000csc3|mb|5.1|us|Kermadec Islands region
usp000csc1|2004-04-12T23:57:53.140|-18.753|-177.339|535|us|us|us|usp000csc1|mb|5|us|Fiji region
usp000csb2|2004-04-12T11:00:16.660|8.674|126.199|90.7|us|us|us|usp000csb2|mwc|5.1|hrv|4 km SSW of Salvacion, Philippines
usp000cs7z|2004-04-11T07:37:29.850|-3.729|140.081|20|us|us|us|usp000cs7z|mwc|6.2|hrv|139 km SSW of Abepura, Indonesia
usp000cs6h|2004-04-10T21:28:23.040|-24.367|-176.054|10|us|us|us|usp000cs6h|mb|5|us|south of the Fiji Islands
usp000cs68|2004-04-10T18:36:24.810|-32.434|-178.287|10|us|us|us|usp000cs68|mb|5|us|south of the Kermadec Islands
usp000cs5y|2004-04-10T17:30:51.250|-24.439|-176.118|10|us|us|us|usp000cs5y|mb|5|us|south of the Fiji Islands
usp000cs5q|2004-04-10T16:06:47.960|-24.672|-176.173|15|us|us|us|usp000cs5q|mwc|5.7|hrv|south of the Fiji Islands
usp000cs5p|2004-04-10T15:57:01.550|13.107|93.218|33.6|us|us|us|usp000cs5p|mwc|5.1|hrv|164 km NNE of Bamboo Flat, India
usp000cs4y|2004-04-10T07:35:24.400|8.044|137.215|40.9|us|us|us|usp000cs4y|mwb|5.8|us|190 km SSW of Colonia, Micronesia
usp000cs4k|2004-04-10T04:54:04.130|-24.469|-176.011|10|us|us|us|usp000cs4k|mwc|5.5|hrv|south of the Fiji Islands
usp000cs47|2004-04-10T02:28:11.500|-34.141|-71.302|67.3|guc|us|us|usp000cs47|mb|5|us|38 km NNW of San Vicente, Chile
usp000cs2y|2004-04-09T15:23:35.050|-13.174|167.198|228.4|us|us|us|usp000cs2y|mwb|6.5|us|86 km NNW of Sola, Vanuatu
usp000cs1g|2004-04-09T01:55:50.710|-1.549|100.54|65.6|us|us|us|usp000cs1g|mwb|5.5|us|69 km SSE of Padang, Indonesia
usp000crzu|2004-04-08T13:24:39.630|10.956|141.31|44.4|us|us|us|usp000crzu|mwc|5.2|hrv|157 km NNE of Fais, Micronesia
usp000crz0|2004-04-08T04:57:50.480|-36.256|-97.827|10|us|us|us|usp000crz0|mwc|6.4|hrv|West Chile Rise
usp000cry3|2004-04-07T20:23:10.700|8.902|-84.126|12.8|casc|us|us|usp000cry3|mwc|5.5|hrv|58 km S of Quepos, Costa Rica
usp000crxd|2004-04-07T14:49:52.530|-9.307|67.087|10|us|us|us|usp000crxd|mwc|5.3|hrv|Mid-Indian Ridge
usp000crxa|2004-04-07T13:47:02.650|34.248|140.314|50.4|us|us|us|usp000crxa|mwc|5.1|hrv|91 km SSE of Tateyama, Japan
usp000cruj|2004-04-06T10:30:32.320|33.944|89.2|4.1|us|us|us|usp000cruj|mwc|5.1|hrv|western Xizang
usp000crt6|2004-04-05T21:24:04.000|36.512|71.029|187.1|us|us|us|usp000crt6|mwb|6.6|us|Afghanistan-Tajikistan-Pakistan region
usp000crt0|2004-04-05T20:34:21.930|-20.436|-173.936|8|us|us|us|usp000crt0|mwb|6.2|us|81 km SSE of Pangai, Tonga
usp000crsz|2004-04-05T20:21:13.250|-10.128|161.093|88.1|us|us|us|usp000crsz|mwc|5.2|hrv|Solomon Islands
usp000crsr|2004-04-05T18:40:03.770|-22.162|170.645|10|us|us|us|usp000crsr|mwc|5.1|hrv|293 km ESE of Tadine, New Caledonia
usp000crsg|2004-04-05T16:52:58.890|-1.298|137.928|30|us|us|us|usp000crsg|mwc|5.3|hrv|205 km E of Biak, Indonesia
usp000crs8|2004-04-05T14:27:35.580|-32.019|-177.806|10|us|us|us|usp000crs8|mb|5.4|us|south of the Kermadec Islands
usp000crrg|2004-04-05T08:57:02.490|-23.525|-175.45|32.3|us|us|us|usp000crrg|mwb|5.8|us|248 km SSW of ‘Ohonua, Tonga
usp000crrc|2004-04-05T08:17:18.700|-25.578|179.597|495.2|us|us|us|usp000crrc|mb|5.1|us|south of the Fiji Islands
usp000crps|2004-04-04T18:04:34.710|-3.425|-12.277|10|us|us|us|usp000crps|mwc|5.4|hrv|north of Ascension Island
usp000crmc|2004-04-03T23:02:00.870|36.428|141.008|31|us|us|us|usp000crmc|mwc|6|hrv|37 km ESE of Hitachi, Japan
usp000crka|2004-04-03T13:29:32.290|-20.535|-174.06|2.2|us|us|us|usp000crka|mwb|5.8|us|85 km SSE of Pangai, Tonga
usp000crjv|2004-04-03T10:10:04.880|13.806|51.549|10|us|us|us|usp000crjv|mwc|5|hrv|194 km NNW of Kilmia, Yemen
usp000crju|2004-04-03T09:57:13.130|-29.987|-71.985|34.5|us|us|us|usp000crju|mwc|5.5|hrv|62 km W of Coquimbo, Chile
usp000crjm|2004-04-03T09:00:46.600|-16.156|-174.847|288.3|us|us|us|usp000crjm|mwc|5.3|hrv|114 km W of Hihifo, Tonga
usp000crhx|2004-04-03T03:14:48.460|17.633|-44.019|10|us|us|us|usp000crhx|mwc|5|hrv|northern Mid-Atlantic Ridge
usp000crhe|2004-04-02T21:43:49.530|-6.016|104.077|42.1|us|us|us|usp000crhe|mwc|5.5|hrv|146 km WSW of Bandar Lampung, Indonesia
usp000crha|2004-04-02T20:17:46.380|-5.69|104.129|43.6|us|us|us|usp000crha|mwc|5.4|hrv|126 km SW of Kotabumi, Indonesia
usp000crh2|2004-04-02T15:41:30.430|-0.01|124.932|24.6|us|us|us|usp000crh2|mwb|5.6|us|145 km S of Tondano, Indonesia
usp000crb6|2004-03-31T03:23:23.310|-25.184|-67.545|129.5|us|us|us|usp000crb6|mwc|5.5|hrv|97 km N of Antofagasta de la Sierra, Argentina
usp000cra7|2004-03-30T20:01:57.990|-24.589|179.983|504|us|us|us|usp000cra7|mwc|5.3|hrv|south of the Fiji Islands
usp000cr7c|2004-03-29T14:47:41.350|-15.39|-173.407|75|us|us|us|usp000cr7c|mwc|5|hrv|75 km NNE of Hihifo, Tonga
usp000cr5g|2004-03-28T22:27:27.540|33.957|89.265|11.9|us|us|us|usp000cr5g|mwc|5.1|hrv|western Xizang
usp000cr5f|2004-03-28T22:05:41.890|34.132|89.275|10|us|us|us|usp000cr5f|mwc|5.2|hrv|Xizang-Qinghai border region
usp000cr3v|2004-03-28T08:41:14.420|-1.042|-78.335|12.6|us|us|us|usp000cr3v|mwc|5.3|hrv|27 km ENE of Píllaro, Ecuador
usp000cr2z|2004-03-28T03:51:10.050|39.847|40.874|5|isk|us|us|usp000cr2z|mwc|5.6|hrv|17 km ESE of A?kale, Turkey
usp000cr2n|2004-03-28T01:23:32.850|-10.182|-73.527|36.1|us|us|us|usp000cr2n|mwc|5.2|hrv|136 km NE of Puerto Ocopa, Peru
usp000cr2c|2004-03-27T23:21:04.160|11.278|124.451|10|us|us|us|usp000cr2c|mwc|5.4|hrv|3 km SSW of Butazon, Philippines
usp000cr1x|2004-03-27T20:05:53.560|33.931|89.292|21.4|us|us|us|usp000cr1x|mwc|5|hrv|western Xizang
usp000cr1m|2004-03-27T18:47:29.200|33.954|89.179|8|us|us|us|usp000cr1m|mwb|6|us|western Xizang
usp000cr1k|2004-03-27T18:47:11.950|34.006|89.235|10|us|us|us|usp000cr1k|mb|5|us|Xizang-Qinghai border region
usp000cr1j|2004-03-27T18:45:26.380|33.962|89.235|10|us|us|us|usp000cr1j|mb|5.4|us|western Xizang
usp000cr0g|2004-03-27T09:07:37.400|-24.694|179.926|508|us|us|us|usp000cr0g|mb|5.1|us|south of the Fiji Islands
usp000cr05|2004-03-27T06:19:36.890|-6.256|154.76|48.1|us|us|us|usp000cr05|mwb|5.9|us|80 km W of Panguna, Papua New Guinea
usp000cqz8|2004-03-27T00:43:07.890|39.959|69.231|20.9|us|us|us|usp000cqz8|mwc|5|hrv|20 km ENE of Istaravshan, Tajikistan
usp000cqxr|2004-03-26T12:25:54.300|-3.546|151.23|78.6|us|us|us|usp000cqxr|mwc|5.2|hrv|117 km SSE of Kavieng, Papua New Guinea
usp000cqxp|2004-03-26T12:11:29.460|-2.564|68.464|10|us|us|us|usp000cqxp|mwc|5.2|hrv|Carlsberg Ridge
usp000cqws|2004-03-26T02:51:44.180|-21.324|-177.89|398.2|us|us|us|usp000cqws|mwc|5.1|hrv|278 km W of Haveluloto, Tonga
usp000cqw3|2004-03-25T22:15:45.520|-6.65|105.436|74.9|us|us|us|usp000cqw3|mwc|5.4|hrv|52 km SW of Labuan, Indonesia
usp000cqvt|2004-03-25T19:30:49.040|39.93|40.812|10|us|us|us|usp000cqvt|mwb|5.6|us|10 km E of A?kale, Turkey
usp000cqvb|2004-03-25T14:54:22.980|-18.557|-174.854|10|us|us|us|usp000cqvb|mwc|5.1|hrv|92 km W of Neiafu, Tonga
usp000cqv6|2004-03-25T13:35:10.340|-6.184|129.121|228.8|us|us|us|usp000cqv6|mwc|5.6|hrv|294 km SSE of Ambon, Indonesia
usp000cquv|2004-03-25T10:24:28.720|-29.884|-177.593|41.8|us|us|us|usp000cquv|mb|5|us|Kermadec Islands, New Zealand
usp000cqqf|2004-03-23T21:57:07.480|18.788|144.764|29.6|us|us|us|usp000cqqf|mwb|5.7|us|Pagan region, Northern Mariana Islands
usp000cqqb|2004-03-23T21:20:39.670|18.774|144.735|27.1|us|us|us|usp000cqqb|mwb|5.5|us|Pagan region, Northern Mariana Islands
usp000cqq1|2004-03-23T19:04:51.950|-29.579|-176.185|20|us|us|us|usp000cqq1|mwc|5|hrv|Kermadec Islands region
usp000cqpz|2004-03-23T18:06:32.570|-21.201|-68.177|123.6|us|us|us|usp000cqpz|mwc|5.3|hrv|159 km NNE of Calama, Chile
usp000cqnx|2004-03-23T04:29:49.670|-5.798|104.531|78|us|us|us|usp000cqnx|mwc|5.2|hrv|90 km WSW of Bandar Lampung, Indonesia
usp000cqkh|2004-03-22T04:22:58.450|-22.938|-64.359|16|us|us|us|usp000cqkh|mwb|5.8|us|22 km N of San Ramón de la Nueva Orán, Argentina
usp000cqhr|2004-03-21T10:34:53.390|38.683|73.491|108.9|us|us|us|usp000cqhr|mwc|5.3|hrv|70 km NW of Murghob, Tajikistan
usp000cqhq|2004-03-21T10:34:11.790|-24.173|-175.872|38.5|us|us|us|usp000cqhq|mwc|5.1|hrv|south of Tonga
usp000cqg3|2004-03-20T22:03:30.100|-23.646|-177.233|43.4|us|us|us|usp000cqg3|mwc|5|hrv|
usp000cqen|2004-03-20T08:33:18.540|-7.881|119.953|211.9|us|us|us|usp000cqen|mwc|5.3|hrv|68 km N of Labuan Bajo, Indonesia
usp000cqdv|2004-03-20T02:12:50.990|-23.987|-175.942|41.6|us|us|us|usp000cqdv|mb|5|us|Tonga region
usp000cqdn|2004-03-20T00:10:42.140|-23.88|-175.962|10|us|us|us|usp000cqdn|mwc|5|hrv|Tonga region
usp000cqdm|2004-03-20T00:00:21.460|-23.962|-175.984|10|us|us|us|usp000cqdm|mwc|5.3|hrv|Tonga region
usp000cqda|2004-03-19T21:08:20.680|-34.427|55.197|10|us|us|us|usp000cqda|mwc|5.4|hrv|Southwest Indian Ridge
usp000cqd6|2004-03-19T20:42:00.310|-34.5|55.28|10|us|us|us|usp000cqd6|mwc|5.7|hrv|Southwest Indian Ridge
usp000cqd0|2004-03-19T19:39:16.930|-34.643|54.928|10|us|us|us|usp000cqd0|mwc|5.3|hrv|Southwest Indian Ridge
usp000cqct|2004-03-19T18:35:00.900|-34.53|55.212|10|us|us|us|usp000cqct|mwc|5.1|hrv|Southwest Indian Ridge
usp000cqcr|2004-03-19T18:25:25.860|-34.725|55.166|10|us|us|us|usp000cqcr|mwc|5.2|hrv|Southwest Indian Ridge
usp000cqcd|2004-03-19T16:09:18.360|-34.907|54.386|10|us|us|us|usp000cqcd|mwc|5.1|hrv|Southwest Indian Ridge
usp000cqbm|2004-03-19T10:46:06.820|-17.827|168.457|53.7|us|us|us|usp000cqbm|mwc|5|hrv|18 km ESE of Port-Vila, Vanuatu
usp000cqb7|2004-03-19T06:01:59.590|-20.413|-70.201|33.1|us|us|us|usp000cqb7|mwc|5.4|hrv|22 km SSW of Iquique, Chile
usp000cqa6|2004-03-18T23:14:56.240|-23.668|-176.066|10|us|us|us|usp000cqa6|mwc|5.1|hrv|282 km SSW of ‘Ohonua, Tonga
usp000cqa5|2004-03-18T23:09:42.950|32.354|-40.166|10|us|us|us|usp000cqa5|mwc|5.4|hrv|
usp000cq9m|2004-03-18T20:04:24.830|-23.759|-176.002|10|us|us|us|usp000cq9m|mwc|6.2|hrv|289 km SSW of ‘Ohonua, Tonga
usp000cq9j|2004-03-18T19:57:19.720|-16.147|167.001|52.4|us|us|us|usp000cq9j|mwc|5.3|hrv|43 km WSW of Norsup, Vanuatu
usp000cq6h|2004-03-17T20:37:46.450|-7.952|156.313|61.7|us|us|us|usp000cq6h|mwc|5.2|hrv|60 km WNW of Gizo, Solomon Islands
usp000cq67|2004-03-17T16:49:45.560|-32.01|-66.699|31.7|us|us|us|usp000cq67|mwb|5.5|us|76 km NNW of Villa General Roca, Argentina
usp000cq5v|2004-03-17T13:37:42.050|-30.318|-178.082|56.3|us|us|us|usp000cq5v|mwc|5.5|hrv|Kermadec Islands, New Zealand
usp000cq5u|2004-03-17T13:15:48.930|-32.104|-178.137|10|us|us|us|usp000cq5u|mwc|5.2|hrv|south of the Kermadec Islands
usp000cq5a|2004-03-17T06:40:57.170|-7.043|-13.012|10|us|us|us|usp000cq5a|mwc|5.3|hrv|182 km ENE of Georgetown, Saint Helena
usp000cq59|2004-03-17T06:16:34.010|11.155|124.708|73.2|us|us|us|usp000cq59|mwc|5.5|hrv|8 km WNW of Canhandugan, Philippines
usp000cq57|2004-03-17T05:57:57.580|-5.815|148.905|93.7|us|us|us|usp000cq57|mb|5.2|us|83 km WNW of Kandrian, Papua New Guinea
usp000cq54|2004-03-17T05:21:00.800|34.589|23.326|24.5|us|us|us|usp000cq54|mwb|6.1|us|74 km WSW of Kastrí, Greece
usp000cq4u|2004-03-17T03:21:07.910|-21.118|-65.586|289.8|us|us|us|usp000cq4u|mwb|6.1|us|38 km NNE of Tupiza, Bolivia
usp000cq47|2004-03-16T21:23:19.860|37.558|96.668|14.3|us|us|us|usp000cq47|mwb|5.2|us|269 km SSW of Laojunmiao, China
usp000cq2m|2004-03-16T06:09:22.820|-32.218|-177.878|10|us|us|us|usp000cq2m|mwc|5.1|hrv|south of the Kermadec Islands
usp000cpzt|2004-03-15T04:19:41.090|2.07|126.695|58.5|us|us|us|usp000cpzt|mwc|5.5|hrv|151 km WNW of Tobelo, Indonesia
usp000cpy4|2004-03-14T16:30:42.320|-17.267|-172.316|12|us|us|us|usp000cpy4|mwb|6.1|us|214 km SE of Hihifo, Tonga
usp000cpy2|2004-03-14T15:50:34.480|-32.285|-178.369|10|us|us|us|usp000cpy2|mwb|5.6|us|south of the Kermadec Islands
usp000cpuv|2004-03-13T14:02:29.210|18.05|-103.373|30.1|us|us|us|usp000cpuv|mwc|5.1|hrv|58 km SSE of La Placita de Morelos, Mexico
usp000cpt9|2004-03-13T02:06:36.730|15.908|144.99|17.2|us|us|us|usp000cpt9|mwc|5.3|hrv|112 km NW of Saipan, Northern Mariana Islands
usp000cpst|2004-03-12T22:45:19.000|36.397|70.774|218|us|us|us|usp000cpst|mwb|5.8|us|52 km S of Jurm, Afghanistan
usp000cpsp|2004-03-12T22:13:13.860|-15.579|-175.096|271.5|us|us|us|usp000cpsp|mwb|6|us|145 km WNW of Hihifo, Tonga
usp000cpsh|2004-03-12T20:30:46.930|5.595|-32.956|10|us|us|us|usp000cpsh|mwc|5.2|hrv|central Mid-Atlantic Ridge
usp000cpqx|2004-03-12T09:18:47.750|3.821|126.424|51.2|us|us|us|usp000cpqx|mwc|5.3|hrv|204 km SSE of Sarangani, Philippines
usp000cpmw|2004-03-11T02:35:00.000|36.297|140.886|48.9|us|us|us|usp000cpmw|mwc|5.4|hrv|27 km E of ?arai, Japan
usp000cpmt|2004-03-11T02:16:00.780|-32.314|-178.063|10|us|us|us|usp000cpmt|mwc|5.4|hrv|south of the Kermadec Islands
usp000cpmp|2004-03-11T01:31:24.230|-32.318|-178.035|10|us|us|us|usp000cpmp|mwc|5.4|hrv|south of the Kermadec Islands
usp000cpjp|2004-03-10T08:19:18.380|-32.823|-177.789|10|us|us|us|usp000cpjp|mwc|5.4|hrv|south of the Kermadec Islands
usp000cpj1|2004-03-10T03:48:36.540|-32.343|-178.119|10|us|us|us|usp000cpj1|mwc|5.7|hrv|south of the Kermadec Islands
usp000cpj0|2004-03-10T03:16:38.880|-32.515|-178.063|10|us|us|us|usp000cpj0|mb|5.1|us|south of the Kermadec Islands
usp000cphs|2004-03-10T02:04:19.620|-32.384|-178.13|10|us|us|us|usp000cphs|mwc|5|hrv|south of the Kermadec Islands
usp000cphk|2004-03-09T23:45:22.640|-32.141|-178.076|10|us|us|us|usp000cphk|mb|5|us|south of the Kermadec Islands
usp000cphf|2004-03-09T22:56:42.510|-32.265|-178.358|18.4|us|us|us|usp000cphf|mwc|6.2|hrv|south of the Kermadec Islands
